tenure,monthly_charges,total_charges,contract_type,customer_support_calls,internet_service,online_security,tech_support,payment_method,paperless_billing,churn
38,69.4,2637.09,Month-to-month,4,Fiber optic,No,No,Electronic check,Yes,1
45,80.85,3638.38,Month-to-month,6,No,No,Yes,Bank transfer,Yes,1
6,58.46,350.75,Two year,8,DSL,No,No,Credit card,No,1
35,94.53,3308.38,Month-to-month,1,DSL,No,Yes,Electronic check,No,1
14,76.63,1072.83,Month-to-month,8,DSL,Yes,Yes,Bank transfer,No,1
61,79.83,4869.87,One year,9,Fiber optic,No,No,Bank transfer,No,1
15,35.75,536.32,One year,5,DSL,No,Yes,Electronic check,Yes,0
54,82.18,4437.92,One year,5,Fiber optic,Yes,Yes,Credit card,Yes,0
27,86.57,2337.32,Month-to-month,2,DSL,Yes,No,Electronic check,Yes,1
13,48.9,635.72,Month-to-month,9,Fiber optic,No,No,Credit card,Yes,1
31,37.07,1149.14,Two year,8,Fiber optic,Yes,Yes,Electronic check,No,1
35,50.8,1778.14,Month-to-month,3,Fiber optic,Yes,Yes,Electronic check,Yes,1
60,79.17,4750.12,Month-to-month,4,Fiber optic,Yes,No,Mailed check,Yes,1
6,53.41,320.47,Month-to-month,2,DSL,Yes,No,Mailed check,Yes,1
69,78.93,5446.32,Two year,4,Fiber optic,No,No,Electronic check,Yes,1
58,29.09,1686.94,One year,7,Fiber optic,No,Yes,Mailed check,Yes,1
49,84.48,4139.57,Two year,7,Fiber optic,No,No,Bank transfer,Yes,1
23,40.26,925.9,Month-to-month,7,DSL,Yes,Yes,Bank transfer,No,0
34,39.91,1357.09,Month-to-month,5,Fiber optic,No,Yes,Bank transfer,No,1
26,67.23,1747.99,Month-to-month,0,No,No,Yes,Mailed check,No,1
47,25.61,1203.64,Two year,9,No,No,Yes,Mailed check,Yes,1
5,22.1,110.52,Month-to-month,5,Fiber optic,No,No,Bank transfer,Yes,1
20,40.88,817.65,Month-to-month,9,Fiber optic,Yes,Yes,Electronic check,No,1
6,63.05,378.27,One year,6,DSL,No,No,Bank transfer,No,0
70,92.61,6482.65,Month-to-month,8,DSL,No,No,Mailed check,Yes,1
59,87.71,5175.17,One year,7,Fiber optic,No,Yes,Credit card,No,1
64,59.24,3791.09,Two year,7,DSL,No,No,Bank transfer,Yes,1
18,22.96,413.35,Month-to-month,6,DSL,Yes,No,Bank transfer,Yes,1
4,62.82,251.28,Month-to-month,1,Fiber optic,No,No,Mailed check,No,1
17,76.38,1298.52,Month-to-month,0,No,No,Yes,Mailed check,Yes,1
14,47.13,659.86,Month-to-month,1,No,Yes,Yes,Mailed check,Yes,0
13,28.89,375.51,Month-to-month,5,DSL,No,Yes,Mailed check,Yes,1
7,42.29,296.0,One year,1,No,Yes,No,Bank transfer,Yes,1
44,81.73,3595.99,Month-to-month,9,DSL,Yes,Yes,Mailed check,Yes,1
15,48.1,721.49,Two year,3,Fiber optic,Yes,No,Credit card,Yes,0
19,84.96,1614.21,Month-to-month,9,Fiber optic,Yes,Yes,Electronic check,Yes,1
63,45.56,2870.39,Month-to-month,2,Fiber optic,Yes,No,Mailed check,Yes,1
35,33.08,1157.95,Month-to-month,5,No,No,No,Mailed check,Yes,1
35,54.87,1920.38,One year,7,DSL,Yes,Yes,Bank transfer,No,0
19,56.18,1067.46,Month-to-month,5,Fiber optic,No,No,Electronic check,No,1
20,21.29,425.77,Two year,1,DSL,No,No,Electronic check,Yes,1
35,29.36,1027.73,One year,4,Fiber optic,Yes,No,Electronic check,No,0
32,34.79,1113.41,Two year,5,Fiber optic,No,No,Mailed check,Yes,1
48,29.09,1396.18,One year,8,Fiber optic,No,No,Bank transfer,Yes,1
44,47.32,2082.17,Month-to-month,5,Fiber optic,No,No,Bank transfer,Yes,1
24,97.17,2332.08,Two year,9,Fiber optic,No,No,Mailed check,Yes,1
61,60.74,3705.01,Two year,4,Fiber optic,No,Yes,Electronic check,No,0
17,70.2,1193.48,Two year,0,DSL,No,Yes,Electronic check,Yes,0
71,48.51,3444.28,Month-to-month,9,Fiber optic,Yes,Yes,Bank transfer,Yes,1
50,45.88,2293.95,One year,4,No,No,Yes,Credit card,Yes,0
65,21.85,1420.36,Month-to-month,4,Fiber optic,No,No,Mailed check,Yes,1
32,60.03,1920.85,Month-to-month,5,DSL,No,No,Credit card,Yes,1
36,58.69,2112.79,One year,6,DSL,Yes,No,Credit card,No,0
13,32.63,424.14,Two year,3,Fiber optic,No,Yes,Electronic check,No,1
70,81.15,5680.21,One year,6,Fiber optic,Yes,No,Credit card,No,1
58,59.41,3446.01,Two year,4,DSL,No,No,Mailed check,No,1
14,47.12,659.67,Month-to-month,5,Fiber optic,No,No,Bank transfer,Yes,1
37,31.75,1174.85,Month-to-month,3,No,No,Yes,Mailed check,Yes,1
68,64.17,4363.75,One year,7,Fiber optic,No,Yes,Mailed check,Yes,1
40,80.23,3209.01,Month-to-month,8,DSL,No,Yes,Mailed check,Yes,1
59,42.56,2511.04,Two year,1,No,No,No,Mailed check,No,1
16,37.5,600.06,Month-to-month,3,Fiber optic,No,Yes,Credit card,Yes,1
62,61.75,3828.8,Month-to-month,7,Fiber optic,No,No,Electronic check,Yes,1
4,32.43,129.71,One year,7,DSL,No,Yes,Bank transfer,Yes,1
45,73.33,3299.81,Month-to-month,8,Fiber optic,Yes,Yes,Electronic check,Yes,1
28,68.43,1915.97,Two year,2,Fiber optic,Yes,Yes,Credit card,Yes,0
66,26.97,1779.79,Month-to-month,0,Fiber optic,No,No,Electronic check,No,1
31,22.92,710.57,Month-to-month,8,DSL,Yes,No,Electronic check,Yes,1
3,69.62,208.87,Two year,0,Fiber optic,No,No,Credit card,Yes,1
8,43.54,348.35,Month-to-month,2,DSL,Yes,Yes,Electronic check,Yes,1
24,26.92,645.98,Two year,2,DSL,No,Yes,Bank transfer,Yes,1
15,80.75,1211.31,Month-to-month,8,Fiber optic,Yes,No,Credit card,Yes,1
43,45.12,1940.31,Month-to-month,0,Fiber optic,No,Yes,Bank transfer,Yes,1
31,56.77,1759.81,Two year,6,DSL,Yes,Yes,Electronic check,Yes,0
45,38.95,1752.53,Two year,1,DSL,No,Yes,Mailed check,Yes,0
66,70.19,4632.23,Month-to-month,6,Fiber optic,No,Yes,Mailed check,Yes,1
8,44.12,352.95,One year,0,Fiber optic,No,Yes,Credit card,Yes,0
71,97.44,6918.36,Two year,9,Fiber optic,No,Yes,Mailed check,Yes,1
57,76.24,4345.44,Month-to-month,9,DSL,No,No,Mailed check,Yes,1
30,30.94,928.13,Month-to-month,7,DSL,No,No,Mailed check,No,1
18,53.34,960.04,One year,9,Fiber optic,Yes,No,Credit card,Yes,1
69,50.83,3507.52,Month-to-month,9,Fiber optic,Yes,Yes,Bank transfer,Yes,1
39,62.74,2446.85,Month-to-month,1,Fiber optic,Yes,No,Mailed check,Yes,1
60,87.35,5241.27,Two year,2,Fiber optic,Yes,Yes,Credit card,Yes,0
43,66.67,2866.97,Month-to-month,7,Fiber optic,No,No,Bank transfer,No,1
45,24.92,1121.6,Two year,2,No,No,No,Credit card,Yes,1
23,72.43,1665.96,One year,0,DSL,No,No,Mailed check,No,0
69,20.66,1425.62,One year,8,Fiber optic,No,No,Mailed check,No,1
6,82.4,494.38,One year,7,DSL,Yes,Yes,Electronic check,No,0
56,73.33,4106.53,Month-to-month,3,DSL,Yes,No,Electronic check,No,1
4,44.7,178.81,Month-to-month,7,DSL,No,No,Electronic check,Yes,1
23,43.4,998.09,Month-to-month,4,DSL,Yes,No,Bank transfer,Yes,1
6,83.86,503.17,One year,2,No,No,No,Credit card,Yes,1
32,82.67,2645.34,Month-to-month,0,Fiber optic,Yes,Yes,Bank transfer,No,0
18,48.18,867.32,Month-to-month,9,Fiber optic,No,Yes,Electronic check,Yes,1
15,43.92,658.74,Two year,4,Fiber optic,No,No,Electronic check,Yes,1
40,64.79,2591.44,Two year,5,Fiber optic,No,Yes,Mailed check,Yes,0
6,20.67,124.02,Month-to-month,3,DSL,No,Yes,Bank transfer,Yes,1
63,26.61,1676.64,Month-to-month,6,Fiber optic,Yes,No,Mailed check,Yes,1
67,30.09,2016.27,One year,2,Fiber optic,Yes,Yes,Mailed check,Yes,0
11,34.83,383.16,Two year,6,DSL,Yes,No,Credit card,Yes,1
43,60.96,2621.34,Month-to-month,0,Fiber optic,Yes,No,Electronic check,Yes,1
17,99.38,1689.45,Month-to-month,6,DSL,No,Yes,Mailed check,Yes,1
4,72.21,288.84,Two year,0,Fiber optic,No,No,Mailed check,Yes,1
63,24.9,1568.95,Two year,0,Fiber optic,Yes,Yes,Electronic check,No,0
68,62.05,4219.15,One year,1,No,No,Yes,Electronic check,Yes,1
41,59.73,2449.0,Month-to-month,1,DSL,No,Yes,Credit card,Yes,1
5,31.53,157.67,Month-to-month,3,Fiber optic,No,No,Credit card,Yes,1
32,93.62,2995.9,One year,0,Fiber optic,No,No,Mailed check,Yes,1
70,55.26,3868.29,Month-to-month,3,DSL,No,No,Mailed check,Yes,1
35,99.56,3484.77,Month-to-month,1,Fiber optic,No,No,Mailed check,Yes,1
22,53.61,1179.33,Month-to-month,3,DSL,No,Yes,Bank transfer,Yes,1
65,68.64,4461.38,One year,3,DSL,No,No,Credit card,Yes,1
22,28.38,624.38,One year,8,DSL,Yes,No,Mailed check,No,1
11,56.34,619.72,Two year,8,Fiber optic,Yes,Yes,Electronic check,Yes,1
3,39.1,117.3,One year,0,DSL,No,No,Credit card,Yes,1
9,86.85,781.61,Two year,4,Fiber optic,Yes,No,Credit card,Yes,1
60,82.71,4962.81,Two year,6,DSL,No,No,Mailed check,Yes,1
14,85.93,1203.08,Month-to-month,3,DSL,No,Yes,Bank transfer,Yes,0
18,77.89,1402.0,Month-to-month,4,DSL,Yes,No,Mailed check,No,1
23,86.61,1992.14,One year,1,Fiber optic,Yes,Yes,Bank transfer,No,0
47,36.07,1695.12,Month-to-month,2,DSL,No,No,Bank transfer,Yes,1
69,56.16,3875.28,Two year,6,DSL,Yes,Yes,Electronic check,No,0
47,75.35,3541.34,Month-to-month,9,Fiber optic,Yes,No,Mailed check,No,1
30,70.99,2129.74,Month-to-month,6,Fiber optic,No,Yes,Bank transfer,Yes,1
25,77.31,1932.71,One year,3,DSL,Yes,No,Credit card,No,0
28,37.94,1062.34,One year,0,Fiber optic,No,Yes,Mailed check,Yes,0
25,27.87,696.87,One year,0,DSL,Yes,No,Bank transfer,Yes,0
58,93.34,5413.98,One year,3,Fiber optic,No,No,Credit card,No,1
41,64.81,2657.36,Month-to-month,3,DSL,No,No,Electronic check,Yes,1
25,32.31,807.65,Month-to-month,5,DSL,No,Yes,Electronic check,Yes,1
48,83.47,4006.8,Two year,6,DSL,No,Yes,Mailed check,Yes,1
10,93.19,931.94,Month-to-month,8,DSL,No,Yes,Mailed check,No,1
11,33.57,369.22,Month-to-month,8,Fiber optic,Yes,No,Mailed check,Yes,1
21,85.39,1793.25,Month-to-month,9,DSL,No,No,Mailed check,Yes,1
45,94.66,4259.61,Month-to-month,4,DSL,Yes,No,Mailed check,Yes,1
7,95.07,665.48,One year,9,Fiber optic,No,Yes,Bank transfer,Yes,1
64,93.13,5960.48,One year,2,Fiber optic,No,Yes,Credit card,Yes,1
64,63.71,4077.68,One year,2,DSL,No,No,Mailed check,Yes,1
2,48.5,96.99,One year,5,DSL,Yes,Yes,Credit card,No,0
42,20.58,864.44,Month-to-month,0,DSL,Yes,Yes,Bank transfer,Yes,0
54,24.87,1343.14,Month-to-month,6,DSL,No,Yes,Bank transfer,No,1
16,54.31,868.91,Month-to-month,2,DSL,No,Yes,Bank transfer,Yes,1
18,51.95,935.03,Month-to-month,4,DSL,No,Yes,Mailed check,Yes,1
59,34.78,2051.85,Month-to-month,6,Fiber optic,No,No,Electronic check,No,1
16,51.64,826.21,Month-to-month,6,No,Yes,Yes,Electronic check,No,1
6,33.97,203.83,One year,8,Fiber optic,No,No,Mailed check,Yes,1
57,87.9,5010.49,One year,0,DSL,Yes,No,Mailed check,Yes,0
47,43.86,2061.21,Two year,2,Fiber optic,Yes,No,Mailed check,Yes,0
48,67.89,3258.49,One year,8,Fiber optic,Yes,Yes,Bank transfer,Yes,1
42,60.23,2529.55,Month-to-month,7,Fiber optic,No,Yes,Electronic check,No,1
60,24.15,1449.03,Month-to-month,1,Fiber optic,Yes,Yes,Electronic check,Yes,1
4,95.38,381.51,Month-to-month,7,Fiber optic,No,No,Credit card,No,1
2,62.18,124.36,Month-to-month,7,DSL,Yes,No,Credit card,Yes,1
59,46.0,2714.27,Month-to-month,1,Fiber optic,Yes,No,Electronic check,Yes,1
27,32.65,881.55,Month-to-month,7,DSL,No,Yes,Electronic check,Yes,1
27,47.08,1271.22,One year,2,DSL,Yes,No,Bank transfer,Yes,0
7,21.64,151.49,One year,6,DSL,No,No,Credit card,Yes,1
63,49.08,3092.33,One year,8,Fiber optic,No,Yes,Mailed check,Yes,1
46,62.52,2875.87,Month-to-month,3,Fiber optic,Yes,Yes,Bank transfer,No,0
63,89.75,5654.21,One year,5,No,No,No,Credit card,No,0
12,74.99,899.88,One year,8,DSL,No,Yes,Mailed check,Yes,1
13,28.93,376.05,One year,4,DSL,No,No,Mailed check,Yes,1
43,31.82,1368.25,Month-to-month,0,Fiber optic,No,Yes,Electronic check,No,1
17,54.25,922.25,One year,2,No,No,Yes,Electronic check,Yes,0
63,35.66,2246.37,One year,8,Fiber optic,Yes,No,Mailed check,Yes,1
36,22.23,800.21,Month-to-month,2,DSL,Yes,Yes,Mailed check,No,1
8,84.4,675.21,Month-to-month,9,Fiber optic,No,No,Electronic check,Yes,1
69,21.56,1487.76,Month-to-month,1,DSL,Yes,No,Electronic check,No,0
36,86.46,3112.39,One year,3,Fiber optic,Yes,No,Electronic check,Yes,1
28,31.53,882.79,One year,4,Fiber optic,No,No,Electronic check,Yes,1
47,97.97,4604.79,Month-to-month,6,DSL,No,Yes,Credit card,Yes,1
30,68.31,2049.3,Month-to-month,6,Fiber optic,Yes,No,Electronic check,Yes,1
23,78.8,1812.37,Two year,8,Fiber optic,Yes,No,Bank transfer,Yes,1
16,28.84,461.42,Month-to-month,7,No,No,No,Bank transfer,Yes,1
14,88.97,1245.56,Month-to-month,1,No,Yes,Yes,Bank transfer,Yes,1
71,87.14,6186.61,Month-to-month,7,DSL,No,Yes,Electronic check,Yes,1
52,72.24,3756.45,One year,7,DSL,No,No,Mailed check,Yes,1
37,60.18,2226.73,One year,4,Fiber optic,No,No,Mailed check,Yes,1
29,77.72,2253.85,Month-to-month,2,No,No,Yes,Credit card,Yes,1
67,20.47,1371.78,Two year,8,No,Yes,No,Electronic check,No,0
15,67.4,1010.93,One year,6,Fiber optic,Yes,Yes,Bank transfer,Yes,1
47,87.79,4126.25,Month-to-month,0,DSL,No,No,Mailed check,Yes,1
46,48.55,2233.39,One year,7,DSL,No,No,Electronic check,No,1
52,28.66,1490.48,Month-to-month,9,Fiber optic,Yes,No,Bank transfer,No,1
19,53.67,1019.73,One year,4,Fiber optic,Yes,No,Bank transfer,No,1
21,78.17,1641.54,Month-to-month,5,Fiber optic,No,Yes,Bank transfer,Yes,1
64,28.58,1829.38,One year,8,Fiber optic,Yes,Yes,Bank transfer,No,1
37,36.48,1349.9,Month-to-month,9,Fiber optic,Yes,Yes,Bank transfer,Yes,1
27,31.8,858.71,Two year,7,Fiber optic,No,No,Credit card,Yes,1
55,83.76,4606.57,Month-to-month,2,DSL,Yes,Yes,Bank transfer,Yes,1
29,25.03,725.91,One year,4,DSL,Yes,Yes,Credit card,No,0
20,74.93,1498.54,Month-to-month,3,Fiber optic,No,No,Bank transfer,No,1
25,49.32,1232.91,Two year,0,No,No,No,Bank transfer,No,0
70,80.46,5632.43,One year,4,DSL,Yes,No,Bank transfer,Yes,0
63,97.15,6120.49,Month-to-month,9,DSL,No,No,Bank transfer,Yes,1
36,29.16,1049.89,Two year,6,DSL,No,Yes,Credit card,Yes,1
2,45.15,90.3,Month-to-month,0,DSL,No,Yes,Electronic check,No,1
22,84.81,1865.82,One year,3,DSL,Yes,No,Mailed check,Yes,0
16,41.29,660.68,One year,5,Fiber optic,Yes,Yes,Credit card,No,0
18,37.21,669.77,Month-to-month,8,DSL,No,Yes,Credit card,Yes,1
69,86.03,5936.09,Two year,7,Fiber optic,No,No,Credit card,No,1
54,98.97,5344.2,Month-to-month,1,DSL,No,No,Electronic check,Yes,1
30,64.55,1936.51,Month-to-month,2,DSL,No,Yes,Mailed check,No,1
45,42.24,1900.98,Two year,9,Fiber optic,No,Yes,Electronic check,No,1
19,51.89,985.82,One year,4,Fiber optic,Yes,No,Mailed check,Yes,1
34,33.61,1142.75,Month-to-month,6,DSL,No,Yes,Mailed check,Yes,1
13,80.95,1052.36,Month-to-month,2,Fiber optic,No,Yes,Mailed check,No,1
43,81.88,3520.75,One year,6,DSL,No,No,Electronic check,Yes,1
62,90.01,5580.6,Month-to-month,4,DSL,Yes,Yes,Mailed check,Yes,0
22,22.13,486.82,Two year,9,Fiber optic,No,Yes,Bank transfer,Yes,1
52,64.96,3377.84,One year,5,Fiber optic,No,No,Credit card,Yes,1
52,37.14,1931.3,Month-to-month,5,Fiber optic,Yes,No,Mailed check,Yes,1
36,47.27,1701.74,Month-to-month,3,DSL,No,No,Credit card,Yes,1
19,82.8,1573.13,One year,7,Fiber optic,No,No,Electronic check,Yes,1
38,35.36,1343.78,Month-to-month,8,DSL,No,No,Electronic check,Yes,1
70,71.07,4974.71,One year,1,Fiber optic,Yes,No,Bank transfer,Yes,0
57,72.37,4124.82,Two year,8,DSL,Yes,No,Mailed check,Yes,0
20,96.33,1926.55,One year,3,Fiber optic,No,No,Credit card,No,1
9,82.01,738.12,Month-to-month,5,DSL,No,Yes,Credit card,Yes,1
32,84.29,2697.31,Month-to-month,6,No,No,No,Credit card,Yes,1
4,62.53,250.11,One year,3,DSL,No,No,Electronic check,Yes,0
50,34.94,1747.12,One year,7,Fiber optic,Yes,No,Mailed check,Yes,1
5,54.05,270.23,One year,9,DSL,No,Yes,Bank transfer,No,1
20,63.96,1279.18,Month-to-month,7,DSL,No,No,Bank transfer,No,1
37,74.27,2748.12,Two year,0,DSL,No,No,Electronic check,Yes,1
22,68.62,1509.57,Month-to-month,7,Fiber optic,No,Yes,Mailed check,Yes,1
58,51.52,2988.06,One year,9,DSL,No,No,Bank transfer,No,1
68,41.23,2803.3,One year,2,DSL,No,No,Bank transfer,No,1
44,33.46,1472.17,One year,4,DSL,Yes,No,Electronic check,Yes,0
34,75.51,2567.26,Month-to-month,9,No,Yes,No,Credit card,No,1
42,71.63,3008.54,One year,7,DSL,Yes,No,Bank transfer,Yes,1
9,74.99,674.91,Month-to-month,5,DSL,No,No,Electronic check,Yes,1
7,49.8,348.62,One year,3,No,Yes,No,Bank transfer,Yes,0
68,40.99,2787.5,Month-to-month,3,No,No,No,Bank transfer,Yes,1
19,80.78,1534.78,Month-to-month,3,DSL,No,Yes,Electronic check,Yes,1
31,81.89,2538.65,Month-to-month,5,Fiber optic,No,Yes,Electronic check,Yes,1
35,56.45,1975.73,Two year,6,DSL,Yes,Yes,Mailed check,Yes,1
57,68.95,3930.28,One year,4,DSL,No,No,Bank transfer,No,0
61,49.88,3042.78,One year,9,Fiber optic,No,No,Credit card,Yes,1
31,76.16,2360.83,One year,7,Fiber optic,No,No,Credit card,Yes,1
53,86.86,4603.46,Two year,6,DSL,No,No,Mailed check,Yes,1
32,75.06,2401.88,Month-to-month,7,DSL,No,No,Mailed check,Yes,1
66,61.01,4026.44,One year,3,DSL,No,No,Electronic check,Yes,1
59,56.69,3344.87,One year,7,Fiber optic,No,Yes,Credit card,No,1
10,71.39,713.86,Month-to-month,5,No,No,No,Bank transfer,No,1
2,74.38,148.77,Month-to-month,2,DSL,No,No,Electronic check,Yes,1
66,64.7,4270.09,Month-to-month,7,Fiber optic,No,No,Bank transfer,Yes,1
60,70.0,4199.72,Month-to-month,6,DSL,No,No,Credit card,No,1
17,27.73,471.36,Month-to-month,9,Fiber optic,No,No,Electronic check,Yes,1
16,96.14,1538.26,Month-to-month,4,DSL,No,Yes,Bank transfer,Yes,0
16,83.26,1332.19,One year,3,Fiber optic,Yes,Yes,Mailed check,No,0
46,49.91,2296.05,Month-to-month,0,DSL,No,No,Bank transfer,No,1
39,65.03,2535.98,Month-to-month,9,No,No,Yes,Bank transfer,Yes,1
31,23.79,737.36,Two year,2,DSL,No,Yes,Electronic check,Yes,1
1,23.3,23.3,One year,1,DSL,Yes,Yes,Credit card,Yes,0
11,40.06,440.7,Month-to-month,7,Fiber optic,No,Yes,Bank transfer,Yes,1
4,75.18,300.7,One year,7,Fiber optic,No,No,Bank transfer,Yes,1
71,88.17,6260.2,Month-to-month,4,DSL,No,No,Bank transfer,Yes,1
26,64.73,1683.11,Month-to-month,4,Fiber optic,No,No,Bank transfer,Yes,1
50,62.57,3128.53,Month-to-month,3,Fiber optic,No,No,Mailed check,No,1
12,52.18,626.22,Two year,0,Fiber optic,No,Yes,Credit card,Yes,1
65,32.93,2140.31,One year,0,DSL,No,Yes,Credit card,Yes,1
47,29.47,1385.01,One year,5,DSL,Yes,No,Electronic check,No,0
53,80.85,4285.28,Two year,3,No,No,No,Bank transfer,Yes,0
71,94.2,6688.22,Two year,3,DSL,No,Yes,Electronic check,Yes,0
2,56.66,113.33,One year,2,Fiber optic,Yes,No,Mailed check,No,1
24,72.76,1746.14,One year,8,Fiber optic,No,Yes,Mailed check,No,1
4,93.16,372.63,Month-to-month,2,DSL,Yes,Yes,Bank transfer,Yes,0
19,27.21,516.97,Month-to-month,7,DSL,No,Yes,Electronic check,Yes,1
26,81.64,2122.6,One year,1,No,No,No,Electronic check,Yes,1
40,69.35,2773.81,One year,3,DSL,No,No,Credit card,Yes,0
50,67.89,3394.55,Two year,0,Fiber optic,No,Yes,Electronic check,No,1
43,43.4,1866.34,Month-to-month,4,Fiber optic,No,No,Mailed check,Yes,1
67,74.71,5005.67,One year,1,DSL,No,No,Mailed check,Yes,1
12,83.58,1003.01,One year,0,DSL,No,No,Bank transfer,Yes,1
67,29.03,1944.92,Month-to-month,0,No,No,Yes,Electronic check,Yes,1
27,62.68,1692.41,One year,1,Fiber optic,Yes,Yes,Electronic check,No,0
54,28.1,1517.47,One year,4,DSL,No,Yes,Mailed check,Yes,0
66,89.81,5927.19,Month-to-month,8,DSL,Yes,No,Bank transfer,Yes,1
49,60.61,2969.94,One year,5,Fiber optic,No,No,Credit card,No,0
16,84.64,1354.2,Month-to-month,3,Fiber optic,Yes,Yes,Credit card,Yes,1
2,49.45,98.89,Month-to-month,2,Fiber optic,Yes,No,Bank transfer,No,1
60,30.01,1800.38,One year,7,No,Yes,No,Bank transfer,No,0
54,23.32,1259.28,Month-to-month,2,Fiber optic,Yes,No,Credit card,No,1
30,42.52,1275.62,Month-to-month,0,Fiber optic,No,No,Mailed check,Yes,1
38,39.54,1502.47,Month-to-month,3,Fiber optic,No,No,Electronic check,Yes,1
28,64.83,1815.19,Month-to-month,4,DSL,No,No,Credit card,Yes,1
25,21.74,543.48,Month-to-month,4,Fiber optic,Yes,Yes,Bank transfer,Yes,1
10,61.65,616.46,Month-to-month,4,Fiber optic,Yes,Yes,Bank transfer,No,1
60,51.34,3080.5,One year,7,DSL,No,No,Electronic check,Yes,1
42,66.17,2779.13,Two year,7,DSL,Yes,No,Bank transfer,Yes,1
40,76.19,3047.74,Month-to-month,3,Fiber optic,No,No,Mailed check,Yes,1
42,70.73,2970.55,Month-to-month,8,Fiber optic,No,No,Bank transfer,Yes,1
47,98.77,4642.26,Month-to-month,0,No,No,No,Electronic check,Yes,1
37,31.06,1149.27,Month-to-month,4,Fiber optic,Yes,No,Credit card,No,1
22,54.38,1196.34,One year,4,DSL,Yes,No,Mailed check,Yes,0
57,53.99,3077.23,Two year,4,Fiber optic,No,Yes,Bank transfer,Yes,0
27,53.36,1440.83,Two year,7,DSL,No,No,Electronic check,No,1
41,73.1,2997.26,Month-to-month,8,DSL,No,No,Credit card,Yes,1
34,59.19,2012.33,Two year,2,DSL,No,No,Credit card,No,0
32,61.39,1964.63,Month-to-month,8,Fiber optic,No,No,Electronic check,No,1
66,54.59,3602.84,One year,7,DSL,No,No,Credit card,No,1
12,99.34,1192.03,One year,2,DSL,Yes,Yes,Credit card,Yes,0
40,94.2,3768.2,One year,1,DSL,No,Yes,Credit card,Yes,0
10,44.62,446.18,Month-to-month,3,DSL,Yes,No,Credit card,Yes,1
48,28.93,1388.52,Month-to-month,1,No,No,No,Electronic check,No,1
20,87.18,1743.62,One year,3,No,No,No,Electronic check,Yes,0
39,99.77,3891.17,Month-to-month,4,Fiber optic,No,No,Bank transfer,Yes,1
60,43.41,2604.52,Month-to-month,1,Fiber optic,Yes,Yes,Bank transfer,Yes,1
66,48.62,3209.1,One year,7,Fiber optic,No,Yes,Mailed check,Yes,1
65,95.33,6196.49,Month-to-month,0,Fiber optic,No,No,Credit card,No,1
51,76.89,3921.41,One year,2,Fiber optic,No,No,Credit card,Yes,1
36,43.65,1571.44,Month-to-month,6,DSL,No,No,Mailed check,No,1
24,66.48,1595.61,Two year,9,DSL,Yes,No,Electronic check,Yes,1
27,95.54,2579.54,Month-to-month,0,DSL,No,No,Electronic check,Yes,1
2,84.95,169.89,Two year,1,DSL,No,No,Mailed check,Yes,1
31,79.35,2459.75,Month-to-month,2,DSL,Yes,Yes,Bank transfer,Yes,1
57,78.96,4500.7,One year,1,Fiber optic,Yes,Yes,Bank transfer,No,0
66,34.24,2259.95,Two year,1,Fiber optic,No,Yes,Credit card,Yes,1
29,85.97,2493.26,Month-to-month,5,DSL,No,Yes,Bank transfer,Yes,1
15,42.09,631.34,Month-to-month,6,DSL,Yes,Yes,Electronic check,Yes,1
12,94.43,1133.15,Month-to-month,5,Fiber optic,No,No,Mailed check,Yes,1
28,49.17,1376.79,Month-to-month,5,DSL,No,Yes,Mailed check,Yes,1
24,88.61,2126.71,One year,8,DSL,No,Yes,Mailed check,Yes,1
21,41.3,867.27,Month-to-month,7,Fiber optic,No,No,Bank transfer,Yes,1
10,61.16,611.62,Two year,7,Fiber optic,No,Yes,Mailed check,Yes,1
18,28.55,513.91,One year,5,Fiber optic,Yes,Yes,Mailed check,No,0
14,72.81,1019.33,Month-to-month,4,Fiber optic,No,No,Bank transfer,Yes,1
34,86.89,2954.14,Two year,8,Fiber optic,No,Yes,Electronic check,Yes,1
58,77.48,4493.6,Month-to-month,1,DSL,No,Yes,Credit card,Yes,1
22,61.86,1360.93,Month-to-month,6,DSL,Yes,Yes,Electronic check,No,1
70,23.61,1652.65,Month-to-month,5,DSL,No,No,Bank transfer,Yes,1
36,94.68,3408.31,One year,6,DSL,No,No,Mailed check,Yes,1
45,76.44,3439.76,Month-to-month,3,Fiber optic,Yes,Yes,Credit card,Yes,1
36,79.67,2868.09,One year,8,Fiber optic,Yes,No,Electronic check,Yes,1
22,83.57,1838.64,Month-to-month,6,No,Yes,Yes,Credit card,Yes,1
61,79.82,4868.99,Two year,1,Fiber optic,No,No,Electronic check,No,1
56,55.29,3096.2,One year,3,Fiber optic,No,No,Electronic check,Yes,1
33,78.69,2596.76,Month-to-month,4,Fiber optic,Yes,Yes,Bank transfer,No,1
45,70.0,3150.1,One year,1,DSL,Yes,No,Electronic check,No,0
36,88.32,3179.57,One year,9,Fiber optic,No,No,Mailed check,Yes,1
20,84.2,1683.94,Month-to-month,7,Fiber optic,Yes,No,Bank transfer,No,1
18,23.31,419.58,Month-to-month,0,DSL,No,No,Credit card,Yes,1
38,50.31,1911.82,Month-to-month,2,Fiber optic,No,No,Bank transfer,Yes,1
67,22.78,1526.08,Two year,0,Fiber optic,No,No,Electronic check,Yes,1
23,28.17,647.82,One year,4,DSL,No,No,Credit card,Yes,0
